Line 14 x;Line 14 y
8,076539027987E0;2,543301522383E-1
8,077521373041E0;2,521353830432E-1
8,077531812415E0;2,502810893112E-1
8,077541396102E0;2,485787868686E-1
8,077557368914E0;2,457416161310E-1
8,088893872595E0;2,421949780064E-1
8,099998453240E0;2,400834528875E-1
8,111507709442E0;2,376066747926E-1
8,134814426233E0;2,326271380186E-1
8,144594925472E0;2,306417624804E-1
8,153235542460E0;2,288297371496E-1
8,170160892552E0;2,254026249413E-1
8,192084587111E0;2,211498982157E-1
8,199759359332E0;2,195757954077E-1
8,207230478402E0;2,179579918200E-1
8,227140893309E0;2,141243731521E-1
8,241728435640E0;2,114758831317E-1
8,251816615816E0;2,099035172320E-1
8,265477391618E0;2,084826894882E-1
8,289124887207E0;2,066069982675E-1
8,305682105667E0;2,056000891259E-1
8,332742116355E0;2,046579811140E-1
8,355951035909E0;2,043948805660E-1
8,391407132470E0;2,042486086422E-1
8,426980178410E0;2,035061688342E-1
8,446169200453E0;2,026603074545E-1
8,471599903379E0;2,009926528334E-1
8,491713336695E0;1,993704784914E-1
8,512400188702E0;1,979383509206E-1
8,534636542655E0;1,970462827455E-1
8,580688283835E0;1,966507993940E-1
8,635500357429E0;1,966499532153E-1
8,671435839758E0;1,966029720237E-1
8,693587435060E0;1,961311017906E-1
8,713188671804E0;1,951129234824E-1
8,731438516414E0;1,938188288356E-1
8,743975556676E0;1,922820201900E-1
8,774832414146E0;1,888743621294E-1
8,792844228479E0;1,877716880719E-1
8,814553244174E0;1,869072239669E-1
8,841122755467E0;1,865944135981E-1
8,863504605087E0;1,865491462051E-1
8,931481470359E0;1,864315701456E-1
8,957347842168E0;1,864311708252E-1
8,983214213976E0;1,864307715049E-1
9,009080585784E0;1,864303721846E-1
9,036332656082E0;1,864299514722E-1
9,065201374618E0;1,864295058022E-1
9,095375729065E0;1,864290399761E-1
9,118412803556E0;1,862380043691E-1
9,142464434351E0;1,854428926861E-1
9,162634744689E0;1,843807829595E-1
9,183003387573E0;1,827331559999E-1
9,193493493114E0;1,812511310745E-1
9,217617843675E0;1,781925143492E-1
9,235651769608E0;1,769382680181E-1
9,254464424538E0;1,760798760675E-1
9,291136304069E0;1,753730433682E-1
9,324701288958E0;1,746879100479E-1
9,345674384941E0;1,737166954104E-1
9,364227911604E0;1,726135707862E-1
9,383007256826E0;1,700334918730E-1
9,384247827106E0;1,678005826986E-1
9,391658185066E0;1,642540051851E-1
9,403816929105E0;1,621246236706E-1
9,411992851634E0;1,604194013119E-1
9,422663353803E0;1,576979151534E-1
9,434331678718E0;1,543833001537E-1
9,440961557580E0;1,524792168008E-1
9,448363944604E0;1,509857312680E-1
9,463395476022E0;1,492940118423E-1
9,487264028292E0;1,472829694639E-1
9,513182127610E0;1,458865165674E-1
9,556100820643E0;1,444810112955E-1
9,578229758801E0;1,433476780926E-1
9,595324122299E0;1,418544176835E-1
9,607198915709E0;1,402466848114E-1
9,628874378946E0;1,364576268011E-1
9,644799506827E0;1,351427645520E-1
9,665084792823E0;1,341130459257E-1
9,696560957795E0;1,336483878562E-1
9,733636090720E0;1,336478154971E-1
9,784044423942E0;1,336006108763E-1
9,811285006615E0;1,328843626979E-1
9,839482694836E0;1,313660200212E-1
9,867108189747E0;1,296183028058E-1
9,897846832887E0;1,277885993047E-1
9,919341430034E0;1,266893825584E-1
9,943712431478E0;1,261223032708E-1
9,980333548485E0;1,259836467013E-1
1,001035701576E1;1,259831832046E-1
1,004176618153E1;1,259826983156E-1
1,006994205082E1;1,259822633417E-1
1,009580842263E1;1,259818640214E-1
1,012167479444E1;1,259814647011E-1
1,014754116625E1;1,259810653808E-1
1,017340753805E1;1,259806660605E-1
1,019927390986E1;1,259802667402E-1
1,022514028167E1;1,259798674199E-1
1,025100665348E1;1,259794680996E-1
1,027687302529E1;1,259790687793E-1
1,030273939710E1;1,259786694590E-1
1,032860576890E1;1,259782701387E-1
1,035447214071E1;1,259778708184E-1
1,038033851252E1;1,259774714981E-1
1,040620488433E1;1,259770721778E-1
1,043207125614E1;1,259766728575E-1
1,045793762794E1;1,259762735372E-1
1,048380399975E1;1,259758742169E-1
1,050967037156E1;1,259754748966E-1
1,053553674337E1;1,259750755763E-1
1,056371261266E1;1,259746406024E-1
1,059512177843E1;1,259741557135E-1
1,062514524571E1;1,259736922167E-1
1,066919426664E1;1,254830015328E-1
1,069572066634E1;1,242872093778E-1
1,071838814433E1;1,229348768666E-1
1,073605678861E1;1,214789965642E-1
1,075178755838E1;1,195999710016E-1
1,076283002103E1;1,178321654749E-1
1,078946843285E1;1,133450087810E-1
1,080304013464E1;1,107425868132E-1
1,081179141917E1;1,091146329692E-1
1,082741815130E1;1,068668162246E-1
1,083885954393E1;1,055774937052E-1
1,086173218849E1;1,036886118159E-1
1,087949357800E1;1,027476965277E-1
1,092797755408E1;1,021367850227E-1
1,097539923573E1;1,021360529355E-1
1,102282091738E1;1,021353208482E-1
1,106722740388E1;1,013927451633E-1
1,108653549356E1;1,003541634864E-1
1,110276722755E1;9,919850180937E-2
1,112168031150E1;9,710727428850E-2
1,113074108659E1;9,554173949921E-2
1,114939531459E1;9,349042352566E-2
1,117417012653E1;9,175168697955E-2
1,119349099802E1;9,076817698732E-2
1,122315709535E1;8,952587295706E-2
1,124429507605E1;8,855990400484E-2
1,126197114339E1;8,763009545416E-2
1,127673573026E1;8,614988275860E-2
1,128800717537E1;8,383998879597E-2
1,129021793017E1;8,238448620486E-2
1,132352827236E1;7,725940569165E-2
1,134399428699E1;7,629598064261E-2
1,138608405544E1;7,574402729227E-2
1,141088805841E1;7,574364437263E-2
1,143975677694E1;7,574319870265E-2
1,146700884724E1;7,574277799019E-2
1,149287521905E1;7,574237866989E-2
1,151874159086E1;7,574197934959E-2
1,154460796267E1;7,574158002929E-2
1,157047433447E1;7,574118070899E-2
1,159634070628E1;7,574078138868E-2
1,162220707809E1;7,574038206838E-2
1,164807344990E1;7,573998274808E-2
1,167393982171E1;7,573958342778E-2
1,169980619352E1;7,573918410748E-2
1,172567256532E1;7,573878478718E-2
1,175153893713E1;7,573838546688E-2
1,177740530894E1;7,573798614658E-2
1,180327168075E1;7,573758682628E-2
1,182913805256E1;7,573718750598E-2
1,185500442437E1;7,573678818568E-2
1,188087079617E1;7,573638886538E-2
1,190673716798E1;7,573598954507E-2
1,193260353979E1;7,573559022477E-2
1,195846991160E1;7,573519090447E-2
1,198433628341E1;7,573479158417E-2
1,201020265522E1;7,573439226387E-2
1,203606902702E1;7,573399294357E-2
1,206193539883E1;7,573359362327E-2
1,208780177064E1;7,573319430297E-2
1,211366814245E1;7,573279498267E-2
1,213953451426E1;7,573239566237E-2
1,216540088606E1;7,573199634207E-2
1,219126725787E1;7,573159702176E-2
1,221713362968E1;7,573119770146E-2
1,224438569998E1;7,573077698900E-2
1,227325441852E1;7,573033131903E-2
1,230342877296E1;7,572986549288E-2
1,232646584745E1;7,553882988593E-2
1,235649989508E1;7,441387749725E-2
1,237804533701E1;7,307508760860E-2
1,239282336830E1;7,144504835742E-2
1,239823105647E1;6,989801659362E-2
1,240148423910E1;6,636568911028E-2
1,240904719446E1;6,306229528310E-2
1,243627769634E1;6,011804568591E-2
1,245634411162E1;5,925578544415E-2
1,249843388007E1;5,870383209382E-2
1,252323788304E1;5,870344917417E-2
1,255210660157E1;5,870300350419E-2
1,257935867187E1;5,870258279173E-2
1,260522504368E1;5,870218347143E-2
1,263109141549E1;5,870178415113E-2
1,265695778729E1;5,870138483083E-2
1,268282415910E1;5,870098551053E-2
1,270869053091E1;5,870058619023E-2
1,273455690272E1;5,870018686993E-2
1,276042327453E1;5,869978754963E-2
1,278628964634E1;5,869938822933E-2
1,281215601814E1;5,869898890902E-2
1,283802238995E1;5,869858958872E-2
1,286388876176E1;5,869819026842E-2
1,288975513357E1;5,869779094812E-2
1,291562150538E1;5,869739162782E-2
1,294148787719E1;5,869699230752E-2
1,296735424899E1;5,869659298722E-2
1,299322062080E1;5,869619366692E-2
1,301908699261E1;5,869579434662E-2
1,304495336442E1;5,869539502632E-2
1,307081973623E1;5,869499570602E-2
1,309668610804E1;5,869459638572E-2
1,312255247984E1;5,869419706541E-2
1,314841885165E1;5,869379774511E-2
1,317428522346E1;5,869339842481E-2
1,320015159527E1;5,869299910451E-2
1,322601796708E1;5,869259978421E-2
1,325188433889E1;5,869220046391E-2
1,327775071069E1;5,869180114361E-2
1,330361708250E1;5,869140182331E-2
1,332948345431E1;5,869100250301E-2
1,335534982612E1;5,869060318271E-2
1,338121619793E1;5,869020386241E-2
1,340708256974E1;5,868980454210E-2
1,343294894154E1;5,868940522180E-2
1,345881531335E1;5,868900590150E-2
1,348468168516E1;5,868860658120E-2
1,351193375546E1;5,868818586874E-2
1,354080247399E1;5,868774019876E-2
1,358682276200E1;5,864060331979E-2
1,360972262161E1;5,809287065058E-2
1,363742914676E1;5,647400988041E-2
1,365392089259E1;5,536444864346E-2
1,366527254486E1;5,349663382461E-2
1,366866185844E1;5,130912305245E-2
1,367058640482E1;4,979593574645E-2
1,370523554852E1;4,409907363092E-2
1,372295579644E1;4,323483278831E-2
1,375193490842E1;4,259975064136E-2
1,378315980498E1;4,251212693206E-2
1,381318327225E1;4,251166343528E-2
1,384459243802E1;4,251117854635E-2
1,387276830731E1;4,251074357245E-2
1,389863467912E1;4,251034425215E-2
1,392450105093E1;4,250994493184E-2
1,395036742274E1;4,250954561154E-2
1,397623379455E1;4,250914629124E-2
1,400210016635E1;4,250874697094E-2
1,402796653816E1;4,250834765064E-2
1,405383290997E1;4,250794833034E-2
1,407969928178E1;4,250754901004E-2
1,410556565359E1;4,250714968974E-2
1,413143202540E1;4,250675036944E-2
1,415729839720E1;4,250635104914E-2
1,418316476901E1;4,250595172884E-2
1,420903114082E1;4,250555240853E-2
1,423489751263E1;4,250515308823E-2
1,426076388444E1;4,250475376793E-2
1,428663025625E1;4,250435444763E-2
1,431249662805E1;4,250395512733E-2
1,433836299986E1;4,250355580703E-2
1,436422937167E1;4,250315648673E-2
1,439009574348E1;4,250275716643E-2
1,441596211529E1;4,250235784613E-2
1,444182848710E1;4,250195852583E-2
1,446769485890E1;4,250155920553E-2
1,449587072819E1;4,250112423163E-2
1,452727989396E1;4,250063934269E-2
1,455730336124E1;4,250017584591E-2
1,458605326539E1;4,247136030526E-2
1,461488396554E1;4,188518514546E-2
1,463566445034E1;4,090571890523E-2
1,465200580102E1;3,978539821900E-2
1,466461135455E1;3,856078977974E-2
1,467245911527E1;3,712250562178E-2
1,467466674202E1;3,523196507405E-2
1,467467626182E1;3,354101131445E-2
1,468024643774E1;2,867720448138E-2
1,471413905329E1;2,365587082857E-2
1,473185930121E1;2,279162998596E-2
1,476083841319E1;2,215654783901E-2
1,479206330975E1;2,206892412970E-2
1,482208677702E1;2,206846063292E-2
